State	Model	DGPost	GDagSlide	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	logPrior	chiSquared	
310000	12	-4.504145539	4.522757308	9.400010841	0.4084097565	3.2801877117	28.7051411171	13.342151	15.252105	16.696081	17.974831	22.018144	23.225599	24.241558	24.790234	25.503811	11.918168	12.530669	12.888776	13.134686	13.579512	-14.334008	0.676952	
320000	12	-4.7347361374	4.7128571686	2.7788600867	0.3919584149	2.9777391475	29.1285793773	12.932176	14.646516	16.130096	17.283183	21.343913	22.713438	23.801596	24.605699	25.473577	12.107205	12.684875	13.118318	13.553552	13.725572	-14.66927	0.69001	
330000	12	-3.9785923214	4.5967087818	2.4403987982	0.4114220212	3.1427405675	28.7013877595	13.118628	15.037243	16.420767	17.56017	21.411098	22.857687	24.003198	24.797322	25.462118	12.014698	12.691987	13.165255	13.611265	13.990341	-13.45467	0.699419	
340000	12	-5.2602226094	4.6964150106	14.2090466847	0.4553885921	2.89211528	29.4484247394	13.227249	15.221736	16.375997	17.748746	21.551187	22.838381	24.063205	24.857769	25.856547	12.274003	12.94698	13.241886	13.595384	13.79922	-15.80863	0.692593	
350000	12	-4.3144793408	4.6614726498	4.9444249601	0.4338919749	3.0035320341	28.642155858	13.031877	14.778634	16.073077	17.47095	21.152386	22.57535	23.803622	24.526078	25.23076	12.232177	12.864148	13.383071	13.803551	14.062568	-13.852315	0.697853	
360000	12	-3.7085364619	4.5581538059	0.8763448395	0.4157511763	3.0252169337	28.5171245933	13.483658	15.28085	16.471438	17.85692	21.590699	23.002175	23.71205	24.532072	25.298271	11.829381	12.696593	13.284336	13.733287	14.104426	-13.547786	0.659337	
370000	12	-4.5908115607	4.5506353341	6.6823636616	0.4298877288	3.1171649817	28.0230451225	13.3882	15.347666	16.566932	17.873338	21.539694	22.650306	23.685172	24.506866	25.028934	12.27225	12.811058	13.262801	13.51082	13.728525	-14.465078	0.691893	
380000	12	-3.9772287571	4.5403951236	0.8046630116	0.4159702827	3.2684884048	28.3966015017	13.17804	15.044293	16.465451	17.904944	21.65327	23.186733	23.858777	24.898548	25.369879	12.162893	12.892192	13.596509	13.939256	14.122376	-14.052428	0.689108	
390000	12	-3.7154401557	4.4690704071	2.5766906457	0.4078269709	3.2417640557	28.2654953465	13.453664	15.36346	16.765927	17.875805	21.702302	23.141594	24.021507	24.653997	25.345544	11.787642	12.487411	13.058648	13.404752	13.738437	-13.15084	0.691353	
400000	12	-4.3783817177	4.4795554452	1.6192597128	0.4132850272	3.34770835	27.8501409893	13.267772	15.291396	16.551788	17.8648	21.68186	22.927456	23.95417	24.466397	25.05718	12.406795	12.982037	13.396192	13.780719	14.023097	-14.433511	0.661179	
410000	12	-4.1473595812	4.5596288897	0.4334624826	0.3953920128	3.0632317006	28.3012229055	13.514432	15.280229	16.564147	17.816331	21.485234	22.751182	23.657195	24.502929	25.356755	12.012362	12.640285	13.154657	13.55964	13.824225	-14.782082	0.696184	
420000	12	-4.7167273216	4.6205533713	5.5970489845	0.4100673893	3.1002702085	28.3894308143	13.103883	14.957803	16.399586	17.574344	21.382819	22.563587	23.744379	24.300777	25.160732	12.130782	12.695732	13.099776	13.468077	13.675304	-14.62677	0.700419	
430000	12	-6.2535334594	4.584768053	7.3320808562	0.384808297	3.256960732	29.1363997115	13.192305	15.330571	16.68045	17.924222	21.907404	23.230246	24.38475	24.949672	25.742149	12.322452	12.720546	13.060918	13.321186	13.448136	-18.149016	0.699439	
440000	12	-4.0697455438	4.6245555082	17.9771482355	0.5123268909	3.1150017142	28.8110880644	13.031916	14.997923	16.308561	17.615418	21.527106	22.8736	23.930085	24.662521	25.459148	11.975839	12.66322	13.167996	13.515811	13.827416	-13.672793	0.67235	
450000	12	-4.6279910036	4.567727545	5.0294775039	0.4129563361	3.0992474439	28.742072436	13.555464	15.272752	16.654154	17.915431	21.700748	22.972989	24.060355	24.623217	25.475866	12.347257	12.995219	13.35889	13.613157	13.92004	-14.509147	0.647364	
460000	12	-4.0280633394	4.615514257	8.6362298427	0.4404374527	3.0218446041	29.2683199693	13.387965	15.172618	16.629667	17.883715	21.714268	23.067317	24.417988	24.906425	25.650636	11.969792	12.68475	13.264393	13.559673	13.93391	-13.401516	0.691818	
470000	12	-4.3287271335	4.6523674513	2.7102661219	0.3974754481	2.9148236181	28.9098701309	13.220056	15.11594	16.407896	17.536596	21.342465	22.804428	23.727402	24.535272	25.48868	11.980562	12.551059	13.155704	13.463413	13.730333	-13.967745	0.690806	
480000	12	-5.4669330851	4.6027779688	0.2999996122	0.3641370695	3.1261167042	28.3822994596	13.145965	15.075124	16.515977	17.637608	21.371417	22.7107	23.669815	24.28023	25.045207	12.113608	12.659745	13.022343	13.298182	13.479166	-17.701517	0.680894	
490000	12	-4.8375118356	4.6875773557	0.6585236635	0.3906914531	2.9489875185	28.781758163	13.175551	14.779976	16.23941	17.495674	21.083641	22.605564	23.736668	24.423972	25.391636	12.263968	12.835516	13.21119	13.564907	13.824475	-15.612894	0.672387	
500000	12	-4.9636319224	4.6754737157	0.1256541817	0.3662109348	2.9934719908	29.2575320075	13.146627	15.056953	16.286709	17.588805	21.458914	22.817605	23.754583	24.80791	25.553338	12.088087	12.690638	13.04913	13.307829	13.702428	-17.511689	0.663953	
510000	12	-4.0647350713	4.4409783879	4.4020344146	0.4342770797	3.3996000968	27.4502368169	13.176774	15.248763	16.534549	17.942549	21.543568	22.724293	23.670645	24.431544	24.744315	12.169767	12.820143	13.342193	13.593873	13.918816	-13.665592	0.699536	
520000	12	-6.187140284	4.5659863013	2.3886947853	0.368945265	3.3997766968	28.254857609	12.877218	14.89092	16.412605	17.666951	21.493861	22.901247	23.989364	24.680445	25.371569	12.38063	12.662987	13.05761	13.343987	13.387721	-18.144519	0.695719	
530000	12	-4.5862411593	4.5648845824	13.0214921966	0.4516838634	3.2569333511	28.0584384538	12.959795	14.983501	16.325488	17.695219	21.373064	22.670855	23.788992	24.351181	24.827972	11.98463	12.530112	12.970579	13.306352	13.587573	-14.538593	0.692129	
540000	12	-3.8987414283	4.5460236482	16.1573972325	0.5106918851	3.0497184117	28.2164763087	13.291852	15.288533	16.570153	17.806069	21.399005	22.81886	23.842871	24.44059	25.088412	11.890794	12.508622	13.011416	13.504122	13.77019	-13.43668	0.700806	
550000	12	-5.2843939573	4.6382253388	23.8759935938	0.5004385215	3.0119393495	28.9340183496	13.250701	15.252816	16.51329	17.713608	21.492151	22.78248	23.786398	24.45636	25.277272	12.106121	12.528304	12.819347	13.073901	13.406314	-16.12452	0.690414	
560000	12	-3.9644680702	4.4685575414	30.5910784635	0.696130071	3.2561645826	28.2840875446	13.517268	15.389691	16.749022	18.053015	21.869291	23.027254	24.048889	24.698894	25.303336	12.089458	12.817986	13.218049	13.601601	13.875955	-14.004693	0.679029	
570000	12	-4.7892098924	4.6310422287	32.5091921011	0.6910765621	3.0174313547	28.6179306891	13.282546	15.029699	16.381963	17.666424	21.352691	22.626756	23.631621	24.371258	25.370825	12.215731	12.829232	13.389958	13.538781	13.850926	-15.367698	0.683145	
580000	12	-4.2270464005	4.5110357253	29.3095759956	0.6376247712	3.247092656	28.4255830863	13.426412	15.185287	16.749335	17.957835	21.838109	23.083241	24.131264	24.78711	25.51594	12.105407	12.66945	13.199762	13.556766	13.672006	-14.345553	0.685657	
590000	12	-4.1977311686	4.7022709453	27.5965655751	0.6154323144	2.8795443236	29.4091487113	13.126155	15.021272	16.207696	17.498783	21.334739	22.796998	24.081221	24.734037	25.704012	12.058267	12.734635	13.202952	13.59029	13.922737	-14.060029	0.674668	
600000	12	-5.2266683164	4.6244379738	29.0074537402	0.5773476956	3.0692110611	29.2439400566	13.421842	15.226661	16.568812	17.846481	21.692346	23.176917	24.201017	24.998547	25.800979	12.352117	12.811713	13.168857	13.494103	13.717899	-16.147736	0.647546	
610000	12	-4.236327948	4.6316764033	21.7286608461	0.5520727719	3.1478412511	28.8807518996	12.800673	14.767089	16.167783	17.489777	21.38083	22.96315	23.817269	24.757641	25.632352	12.017721	12.724387	13.296984	13.634674	13.78723	-14.048868	0.704472	
620000	12	-4.0816932399	4.5813220027	29.4400207215	0.6297664129	3.2307997618	28.5861752459	12.986906	14.903877	16.291844	17.684447	21.358644	22.9679	23.845267	24.887035	25.390225	11.905022	12.516539	13.001336	13.374216	13.671025	-14.018314	0.683917	
630000	12	-4.3196236104	4.6560499871	39.3803907859	0.8136047782	2.9746034091	29.1871498817	13.156138	15.097308	16.409337	17.648698	21.491898	22.72508	24.039675	24.734153	25.479342	12.126395	12.771897	13.319984	13.590632	13.908247	-14.635268	0.703497	
640000	12	-5.0050729719	4.5640636365	25.3354928003	0.5835237349	3.3842492074	28.3693852602	12.927666	14.939605	16.412804	17.908329	21.585518	23.017199	23.985692	24.726355	25.463386	12.442832	12.93159	13.333375	13.642051	13.869532	-15.682802	0.68894	
650000	12	-4.3016207572	4.6765368623	35.7141566885	0.7253714828	2.8031979376	29.1601216913	13.397557	15.249734	16.470021	17.679257	21.321702	22.637394	23.741287	24.514992	25.231291	12.050367	12.572511	13.110251	13.439524	13.762592	-14.472592	0.695698	
660000	12	-5.3750318738	4.7332218769	31.5448972787	0.628308801	2.9196481556	29.1499582004	12.950563	14.775398	16.021433	17.437065	21.187111	22.526485	23.78925	24.529132	25.474361	12.303772	12.721115	13.161864	13.439066	13.709669	-16.456541	0.699284	
670000	12	-4.5920645179	4.6583532074	24.0357905455	0.5143173866	3.0727350035	29.3373316152	13.088841	15.070829	16.366785	17.631028	21.558459	23.094409	23.989685	24.736925	25.734567	11.934597	12.439549	12.894488	13.317278	13.469839	-14.691736	0.680829	
680000	12	-4.9725698412	4.6169273593	24.5883211211	0.5895872681	3.0362613961	28.4188143115	13.245799	15.141655	16.514105	17.724713	21.407363	22.685788	23.680617	24.392719	25.288576	12.336818	12.916975	13.389041	13.600925	13.916902	-15.554392	0.70165	
690000	12	-4.5070782461	4.7245106584	22.2948598123	0.5686738088	2.8935103276	29.1528586949	13.037943	14.760481	16.122589	17.335239	21.115446	22.741502	23.765979	24.631877	25.580439	12.217179	12.848189	13.32452	13.647654	14.006701	-14.479271	0.687051	
700000	12	-5.6455153176	4.6586132144	20.5337720888	0.47072986	2.971661569	28.7248597071	13.327474	15.009889	16.42129	17.441818	21.222945	22.627834	23.569029	24.475616	25.092614	12.127793	12.414047	12.842047	13.059913	13.37856	-16.84969	0.701513	
710000	12	-3.9822920132	4.4856768065	8.8379291624	0.4372139199	3.3743035947	28.4008959574	13.158877	15.174396	16.555963	18.052371	21.862144	23.169022	24.103481	24.739321	25.349799	11.946142	12.660999	13.084205	13.438225	13.801361	-13.464736	0.659787	
720000	12	-4.2181376293	4.5736886468	11.2255779982	0.4364747903	3.0351492191	29.0593953583	13.453563	15.513596	16.739421	18.051101	21.694253	23.163317	24.312089	24.741418	25.550632	11.86548	12.561381	13.058018	13.392794	13.564442	-13.80465	0.701344	
730000	12	-5.0134058694	4.5938774117	4.0746531217	0.3959353604	3.0081170724	28.8589911264	13.672123	15.419034	16.658332	18.148695	21.633132	22.836038	24.086734	24.633623	25.563524	12.246954	12.824629	13.149903	13.571261	13.712254	-15.268563	0.692061	
740000	12	-4.7189278411	4.5876821875	9.0359048802	0.4179161665	3.2080258624	28.941930817	13.234937	15.160607	16.584934	17.908869	21.838587	23.011329	24.274389	24.995359	25.495984	12.190796	12.728731	13.164025	13.444534	13.627993	-14.679699	0.680637	
750000	12	-5.0805089287	4.6234145116	16.3282635777	0.4547476204	3.2711253766	29.1325664479	12.932942	14.803825	16.391559	17.71691	21.68646	23.144812	24.37759	25.151523	25.744665	12.316081	12.632587	13.131968	13.46499	13.505035	-15.528431	0.702993	
760000	12	-4.7691452733	4.5308093997	4.6071489355	0.3997744204	3.3447923358	27.9386713389	13.109713	15.087411	16.397389	17.764212	21.354671	22.667954	23.587625	24.326336	25.046699	12.264359	12.722856	13.083325	13.376787	13.568239	-14.831526	0.678872	
770000	12	-4.3804089652	4.6570690118	9.1061330553	0.459382844	2.898332691	28.587858225	13.261045	15.032887	16.396243	17.457747	21.128758	22.666908	23.705838	24.188721	25.269016	12.068517	12.777875	13.363943	13.720643	13.946138	-14.003544	0.691901	
780000	12	-6.0665886043	4.5846409173	16.7904168857	0.5061472097	3.3457773308	28.046102734	12.865467	14.856622	16.293763	17.532406	21.388828	22.795477	23.802552	24.400249	25.019507	12.671512	13.167645	13.50649	13.76782	13.97276	-17.905314	0.696822	
790000	12	-4.5481876277	4.6803471337	19.4172999258	0.5102952079	2.9360547558	29.015628114	13.213982	15.154629	16.289471	17.314785	21.2936	22.748336	23.8454	24.710843	25.421184	12.006485	12.632481	13.128261	13.443107	13.790295	-14.504387	0.668194	
800000	12	-4.4222974342	4.6761595663	21.5433313713	0.5421949534	3.0171368128	29.3845082719	12.981943	14.9863	16.264567	17.625334	21.477616	23.095779	24.152835	24.935655	25.936657	12.244699	12.78975	13.292328	13.680698	13.987717	-14.330035	0.698629	
810000	12	-5.1002636631	4.7476058731	22.4747827999	0.5232635706	2.7057230485	29.6843896548	13.483216	15.240809	16.4439	17.662878	21.183612	22.597875	23.910428	24.585735	25.314041	12.220044	12.72381	13.119041	13.430787	13.79126	-15.616491	0.673026	
820000	12	-4.7660071427	4.7941900601	24.3870196689	0.5824803902	2.7175574671	30.0457811111	13.259091	14.93966	16.092237	17.407055	21.154623	22.676247	24.120727	24.970694	25.648493	12.335744	12.999868	13.504634	13.841257	14.11431	-14.96505	0.694075	
830000	12	-4.244101296	4.7292211239	23.1518735373	0.5378600064	2.772164707	29.9466468088	13.276196	15.092932	16.319043	17.773691	21.489726	22.972682	23.929916	24.747374	25.85927	11.827512	12.615312	13.149958	13.465513	13.775282	-13.986605	0.673116	
840000	12	-4.5076763869	4.6130269769	19.8060918732	0.5309512969	3.301357993	28.8415234374	12.886992	14.899403	16.334075	17.622762	21.878533	23.034272	24.113559	24.944217	25.531386	12.260474	12.971147	13.429795	13.769673	13.958082	-14.511224	0.700019	
850000	12	-4.7177107117	4.6036181055	0.5536089879	0.3771399404	3.134133999	28.4381365582	13.341136	15.164784	16.37677	17.727898	21.416926	22.46863	23.730958	24.305106	25.176249	12.079861	12.606887	13.057355	13.386651	13.656873	-15.578075	0.698616	
860000	12	-4.2640426015	4.6643292791	3.5192166226	0.3873596468	2.9317633008	29.3691539538	13.254263	15.165084	16.484371	17.693482	21.571463	22.927872	24.065435	24.828803	25.620769	11.894727	12.486188	12.96159	13.347612	13.549105	-13.771583	0.698757	
870000	12	-4.2921699009	4.5098172889	3.2686999093	0.4073025518	3.3202555001	28.0694031371	13.139903	15.157672	16.509423	17.924063	21.620178	22.804029	23.926419	24.47359	25.125307	12.181722	12.734914	13.199644	13.571029	13.835922	-14.010584	0.683872	
880000	12	-3.9436295366	4.4623467039	3.6915864496	0.4150664162	3.272309515	28.2798804605	13.517889	15.522602	16.746403	18.123093	21.907749	23.018122	23.921951	24.697503	25.249573	12.074155	12.741767	13.187021	13.528723	13.859368	-13.442947	0.699223	
890000	12	-4.3560945177	4.607898135	4.3323559526	0.4077221619	3.1904833477	28.5485399962	12.898205	14.845095	16.16892	17.602746	21.547731	22.78871	23.875134	24.564271	25.361658	11.977226	12.700451	13.184262	13.537404	13.709519	-13.975261	0.671093	
900000	12	-4.9219499995	4.6746978063	3.0373226875	0.3822329814	3.0903067905	29.7171715654	12.96388	14.920297	16.30761	17.828794	21.823646	23.256793	24.379649	25.03233	26.08884	12.210391	12.771581	13.225583	13.552262	13.778706	-15.046257	0.694271	
910000	12	-4.1884044417	4.6579807797	1.1312197255	0.3941353545	2.8201912003	29.1888960024	13.50158	15.18738	16.490544	17.816542	21.339894	22.674853	23.927803	24.693429	25.41371	12.077938	12.589795	13.184471	13.572173	13.797703	-14.070998	0.700484	
920000	12	-4.3419512948	4.5669173753	0.8766998958	0.3911726341	3.2967452325	28.457937649	12.99683	15.004188	16.44399	17.896407	21.761452	22.909868	24.04396	24.738389	25.342458	12.076104	12.805066	13.20537	13.575408	13.875029	-14.586368	0.691296	
930000	12	-5.275312862	4.5255166671	3.3640744978	0.3737267358	3.2375868905	28.8002169218	13.592183	15.528213	16.847004	18.233893	21.908643	23.189923	24.280303	24.801918	25.513952	12.300371	12.748986	13.081881	13.327216	13.558047	-15.918793	0.693008	
940000	12	-4.1375516019	4.5133148691	2.1274920327	0.3981286853	3.2515363884	27.924837745	13.115269	15.081917	16.541286	17.833433	21.3879	22.871673	23.774506	24.299214	25.129653	11.867348	12.563599	13.029802	13.45549	13.762294	-13.853085	0.697164	
950000	12	-6.4551349302	4.6201654963	10.9278168499	0.3888045563	3.1644916951	29.0022429655	13.193687	15.110529	16.63969	17.837782	21.570447	23.1475	24.239685	24.854976	25.456958	12.054181	12.512257	12.797856	13.006156	13.189085	-18.696548	0.687591	
960000	12	-4.4970922997	4.6280816696	2.0616051205	0.4032821582	3.1208729978	28.4052459392	12.902118	14.939546	16.309133	17.553782	21.298197	22.765307	23.679437	24.525146	25.258425	12.178831	12.793095	13.276388	13.599532	13.825045	-14.394274	0.703627	
970000	12	-4.2861230403	4.5953724099	0.7583310366	0.3994568201	2.9823901499	28.643053823	13.531823	15.28276	16.613353	17.892736	21.628534	22.671105	23.998275	24.600435	25.347743	12.268277	12.777398	13.285081	13.586785	13.901675	-14.556845	0.703713	
980000	12	-4.5704067619	4.6966023858	0.4327973616	0.3674865575	2.8150427832	29.5193745898	13.337001	15.063304	16.355004	17.746815	21.477672	22.719037	23.603989	24.597302	25.580577	11.87531	12.519197	12.951935	13.257723	13.585334	-15.397467	0.699867	
990000	12	-5.1020043089	4.6955903777	2.5889757692	0.3861778583	3.0204558718	29.563689695	13.111938	14.945213	16.409678	17.581735	21.669561	23.050209	24.266368	25.106823	25.863574	12.334514	12.875694	13.303234	13.586503	13.801355	-15.448789	0.686995	
1000000	12	-4.3850956288	4.6600911121	0.6896153963	0.3931497601	2.982188913	29.2751943676	13.266207	15.068342	16.460661	17.686478	21.571026	22.878177	24.099087	24.872761	25.634611	12.161897	12.872269	13.355027	13.69019	13.989012	-14.732576	0.689142	
1010000	12	-5.5721008637	4.6694430764	0.1120222294	0.3830658192	3.0498334944	28.7337221274	13.189644	14.930323	16.398989	17.456326	21.428464	22.733194	23.644974	24.652635	25.479407	12.410071	12.90988	13.311682	13.604872	13.848095	-19.012009	0.688926	
1020000	12	-4.5828115739	4.5445851963	4.6625631127	0.410721946	3.393718031	28.4896856781	13.021027	15.054611	16.563717	17.826161	21.829842	23.092153	24.251427	24.810855	25.5352	12.263076	12.857006	13.325906	13.713131	13.892663	-14.453502	0.702688	
1030000	12	-3.7654085655	4.5275109174	8.2639504185	0.457446516	3.1357457702	27.8763623273	13.209874	15.041532	16.291484	17.638473	21.276994	22.662623	23.654289	24.17951	24.992267	11.787141	12.576215	13.085041	13.451028	13.801585	-13.083147	0.667935	
1040000	12	-3.7656350672	4.5275109174	8.2639504185	0.457446516	2.9898836767	27.8763623273	13.564415	15.36682	16.468991	17.661329	21.158162	22.700887	23.517527	24.18486	25.000185	11.773477	12.519738	13.047952	13.492476	13.742338	-13.083502	0.68692	
1050000	12	-3.5884391336	4.482972429	5.3987255021	0.4596708108	3.2118608884	28.2961800018	13.313651	15.23563	16.581644	17.994605	21.756817	23.139284	24.011491	24.666358	25.360711	12.023478	12.743396	13.358998	13.890445	14.135211	-12.848079	0.692896	
